release_date,movie,production_budget,domestic_gross,worldwide_gross
2010/01/15,The Spy Next Door,"$28,000,000","$24,307,106","$46,752,858"
2014/04/23,Brick Mansions,"$28,000,000","$20,396,829","$73,421,224"
2006/05/12,Just My Luck,"$28,000,000","$17,326,650","$38,159,905"
2000/10/13,Lost Souls,"$28,000,000","$16,779,636","$31,320,293"
2015/08/19,American Ultra,"$28,000,000","$14,439,985","$30,295,028"
2003/04/18,Winged Migration,"$28,000,000","$11,689,053","$39,134,983"
2016/02/04,Pride and Prejudice and Zombies,"$28,000,000","$10,907,291","$16,638,300"
1999/10/01,"Mystery, Alaska","$28,000,000","$8,891,623","$8,891,623"
2001/08/24,John Carpenterâs Ghosts of Mars,"$28,000,000","$8,434,601","$8,434,601"
1997/07/11,A Simple Wish,"$28,000,000","$8,165,213","$8,165,213"
2015/10/30,Our Brand is Crisis,"$28,000,000","$7,002,261","$8,594,558"
1997/12/25,Kundun,"$28,000,000","$5,686,694","$5,686,694"
2008/10/03,How to Lose Friends & Alienate People,"$28,000,000","$2,775,593","$12,031,443"
Unknown,Alatriste,"$28,000,000",$0,"$22,860,477"
2007/06/01,Knocked Up,"$27,500,000","$148,761,765","$219,265,952"
1983/06/10,Octopussy,"$27,500,000","$67,900,000","$187,500,000"
2009/06/26,My Sisterâs Keeper,"$27,500,000","$49,200,230","$96,673,002"
2008/02/08,Welcome Home Roscoe Jenkins,"$27,500,000","$42,436,517","$43,607,627"
2012/01/13,Joyful Noise,"$27,500,000","$30,932,113","$31,157,914"
1984/12/14,A Passage to India,"$27,500,000","$27,187,653","$27,187,896"
2006/12/25,Notes on a Scandal,"$27,500,000","$17,510,118","$50,578,411"
2007/10/19,Rendition,"$27,500,000","$9,736,045","$26,939,925"
2011/10/28,Anonymous,"$27,500,000","$4,463,292","$15,815,509"
2011/03/18,Limitless,"$27,000,000","$79,249,455","$155,564,919"
1991/12/06,Star Trek VI: The Undiscovered Country,"$27,000,000","$74,888,996","$96,900,000"
2019/06/26,Annabelle Comes Home,"$27,000,000","$74,152,591","$231,252,591"
2002/06/07,The Divine Secrets of the Ya-Ya Sisterhood,"$27,000,000","$69,586,544","$73,826,768"
1997/10/03,Kiss the Girls,"$27,000,000","$60,527,873","$60,527,873"
1980/06/20,The Blues Brothers,"$27,000,000","$57,229,890","$57,245,093"
1994/12/25,The Jungle Book,"$27,000,000","$44,342,956","$44,342,956"
2008/08/06,The Sisterhood of the Traveling Pants 2,"$27,000,000","$44,089,964","$44,270,131"
2016/05/12,Money Monster,"$27,000,000","$41,012,075","$93,466,095"
2002/05/17,About a Boy,"$27,000,000","$40,803,000","$130,759,651"
2011/08/19,Spy Kids: All the Time in the World,"$27,000,000","$38,536,376","$80,681,183"
1999/07/16,Lake Placid,"$27,000,000","$31,770,413","$31,770,413"
2006/04/07,Lucky Number Slevin,"$27,000,000","$22,495,466","$55,495,466"
1983/10/21,The Right Stuff,"$27,000,000","$21,500,000","$21,500,213"
1984/07/20,Die Unendliche Geschichte,"$27,000,000","$21,300,000","$21,427,947"
1998/02/27,Dark City,"$27,000,000","$14,435,076","$27,257,061"
2008/09/19,The Duchess,"$27,000,000","$13,848,978","$45,160,110"
2010/10/01,Case 39,"$27,000,000","$13,261,851","$28,773,827"
2005/06/10,The Honeymooners,"$27,000,000","$12,834,849","$13,174,426"
1985/06/21,Return to Oz,"$27,000,000","$10,618,813","$10,618,813"
1998/03/27,The Newton Boys,"$27,000,000","$10,341,093","$10,341,093"
2004/08/27,Suspect Zero,"$27,000,000","$8,712,564","$8,723,600"
2007/11/02,Martian Child,"$27,000,000","$7,500,310","$9,352,089"
2002/10/18,Formula 51,"$27,000,000","$5,204,007","$5,204,007"
1999/11/24,Flawless,"$27,000,000","$4,485,485","$4,485,485"
2005/05/13,Mindhunters,"$27,000,000","$4,476,235","$16,566,235"
2008/10/17,What Just Happened,"$27,000,000","$1,090,947","$2,412,123"
2003/12/12,The Statement,"$27,000,000","$765,637","$1,545,064"
2019/10/04,Lucy in the Sky,"$27,000,000","$319,976","$325,943"
2021/06/10,The Magic Flute,"$27,000,000",$0,$0
2016/11/23,Rules Donât Apply,"$26,700,000","$3,652,206","$3,871,448"
2009/01/16,Paul Blart: Mall Cop,"$26,000,000","$146,336,178","$185,904,750"
2003/08/06,Freaky Friday,"$26,000,000","$110,222,438","$160,822,438"
2005/08/19,The 40 Year-old Virgin,"$26,000,000","$109,449,237","$176,276,839"
1998/12/11,Shakespeare in Love,"$26,000,000","$100,317,794","$279,500,000"
1990/12/21,Kindergarten Cop,"$26,000,000","$91,457,688","$202,000,000"
2008/08/06,Pineapple Express,"$26,000,000","$87,341,380","$102,404,019"
1993/12/22,Philadelphia,"$26,000,000","$77,324,422","$201,324,422"
1998/07/31,Ever After: A Cinderella Story,"$26,000,000","$65,705,772","$65,705,772"
1990/08/10,Flatliners,"$26,000,000","$61,308,153","$61,308,153"
2003/08/15,Open Range,"$26,000,000","$58,331,254","$68,613,992"
2005/08/19,Red Eye,"$26,000,000","$57,891,803","$96,666,486"
2011/12/09,New Yearâs Eve,"$26,000,000","$54,544,638","$146,850,273"
1977/06/15,A Bridge Too Far,"$26,000,000","$50,800,000","$50,800,000"
2013/04/24,Pain & Gain,"$26,000,000","$49,875,291","$81,275,291"
